4.028644950966258520e+00,8.523524446703575341e-01,7.669801505077834813e-02,4.957695410461216312e+00,2.011914253234863281e+00,4.370854496955871582e-01,7.663095742464065552e-02,2.525630712509155273e+00,5.201769471168518066e-01,6.000000000000000152e-05
3.856663047009771805e+00,5.963875887272777065e-01,4.100823121109547359e-02,4.494058867103451149e+00,1.955020666122436523e+00,3.889213204383850098e-01,6.783197075128555298e-02,2.411774158477783203e+00,5.791321396827697754e-01,6.000000000000000152e-05
3.815153136646354692e+00,5.448817139585594438e-01,3.066550731479835215e-02,4.390700358244089330e+00,1.924499392509460449e+00,3.627893924713134766e-01,6.291800737380981445e-02,2.350206851959228516e+00,6.193476915359497070e-01,6.000000000000000152e-05
3.790597844294139485e+00,5.177277792417086522e-01,2.481481253015962313e-02,4.333140434734113811e+00,1.903998732566833496e+00,3.505471050739288330e-01,6.159890815615653992e-02,2.316144704818725586e+00,6.358209252357482910e-01,6.000000000000000152e-05
3.773298555573264323e+00,5.003718590507140185e-01,2.097162632819183151e-02,4.294642038869334044e+00,1.889467477798461914e+00,3.381524384021759033e-01,5.585564672946929932e-02,2.283475637435913086e+00,6.652294397354125977e-01,6.000000000000000152e-05
3.760355621537009529e+00,4.879063023528554810e-01,1.811711593090996678e-02,4.266379040741658635e+00,1.876403450965881348e+00,3.317459523677825928e-01,5.135797336697578430e-02,2.259507417678833008e+00,6.856274604797363281e-01,6.000000000000000152e-05
3.750068944902210433e+00,4.779780886428696696e-01,1.607387491285667755e-02,4.244120907560809286e+00,1.867460012435913086e+00,3.258517384529113770e-01,5.255228281021118164e-02,2.245863914489746094e+00,6.848811507225036621e-01,6.000000000000000152e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
